¤é´Á,®É¶¡,ºõ¦W,«U¦W,¾Ç¦W,°ê®a¤½¶é,¸g«×,½n«×,¤£·Ç«×
20151024,14:00~17:00,³¾ºõ,¦ÇÀYøkÅa,Prinia flaviventris,TJ,120.1203000,23.1777610,
20151024,14:00~17:00,³¾ºõ,½ÅÀYøkÅa,Prinia inornata,TJ,120.1203000,23.1777610,
20151024,14:00~17:00,³¾ºõ,¥ÕÀY¯Î,Pycnonotus sinensis,TJ,120.1203000,23.1777610,
20151024,14:00~17:00,³¾ºõ,¥Õ§À¤K­ô,Acridotheres javanicus,TJ,120.1203000,23.1777610,
20151024,14:00~17:00,³¾ºõ,³Â³¶,Passer montanus,TJ,120.1203000,23.1777610,
20151024,14:00~17:00,³¾ºõ,´³¤å³¾,Lonchura punctulata,TJ,120.1203000,23.1777610,
20151024,10:00~12:00,³¾ºõ,¨ªÀVÀn,Anas penelope,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,µ\¼LÀn,Anas clypeata,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,¦y§ÀÀn,Anas acuta,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,¤p¤ôÀn,Anas crecca,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,¤p??,Parvocaulis parvula,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,©]ÆO,Nycticorax nycticorax,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,¶ÀÀYÆO,Bubulcus ibis,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,»aÆO,Ardea cinerea,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,¤j¥ÕÆO,Ardea alba,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,¤¤¥ÕÆO,Mesophoyx intermedia,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,¤p¥ÕÆO,Egretta garzetta,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,¬õ«a¤ôÂû,Gallinula chloropus,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,°ªÃß?,Himantopus himantopus,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,¤Ó¥­¬vª÷´³?,Pluvialis fulva,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,ªF¤èÀôÀV?,Charadrius alexandrinus,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,¨ª¨¬øf,Tringa totanus,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,¤p«C¨¬øf,Tringa stagnatilis,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,«C¨¬øf,Tringa nebularia,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,?øf,Calidris ruficollis,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,¶³³¶øf,Calidris subminuta,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,ÀØøf,Calidris alpina,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,¬õ¼LÅÃ,Chroicocephalus ridibundus,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,¤p¿PÅÃ,Sternula albifrons,TJ,120.098,23.144,
20151024,10:00~12:00,³¾ºõ,¶Â¸¡¿PÅÃ,Chlidonias hybrida,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,¬õ¹§,Streptopelia tranquebarica,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,´³ÀV¹§,Streptopelia chinensis,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,¬õ§À§B³Ò,Lanius cristatus,TJ,120.098,23.144,
20151024,10:00~12:00,³¾ºõ,¤j¨÷§À,Dicrurus macrocercus,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,³ßÄN,Pica pica,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,®a¿P,Hirundo rustica,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,¬v¿P,Hirundo tahitica,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,¦ÇÀYøkÅa,Prinia flaviventris,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,½ÅÀYøkÅa,Prinia inornata,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,¥ÕÀY¯Î,Pycnonotus sinensis,TJ,120.0981600,23.1440410,
20151024,10:00~12:00,³¾ºõ,³Â³¶,Passer montanus,TJ,120.0981600,23.1440410,
20151118,07:00~09:00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.051,23.074,
20151118,07:00~09:00,³¾ºõ,»aÆO,Ardea cinerea,TJ,120.0512500,23.0740140,
20151118,07:00~09:00,³¾ºõ,¤j¥ÕÆO,Ardea alba,TJ,120.0512500,23.0740140,
20151118,07:00~09:00,³¾ºõ,¤p¥ÕÆO,Egretta garzetta,TJ,120.0512500,23.0740140,
20151118,07:00~09:00,³¾ºõ,¤Ó¥­¬vª÷´³?,Pluvialis fulva,TJ,120.0512500,23.0740140,
20151118,07:00~09:00,³¾ºõ,¦Ç´³?,Streptopelia decaocto,TJ,120.0512500,23.0740140,
20151118,07:00~09:00,³¾ºõ,ªF¤èÀôÀV?,Charadrius alexandrinus,TJ,120.0512500,23.0740140,
20151118,07:00~09:00,³¾ºõ,¨ª¨¬øf,Tringa totanus,TJ,120.0512500,23.0740140,
20151118,07:00~09:00,³¾ºõ,«C¨¬øf,Tringa nebularia,TJ,120.0512500,23.0740140,
20151118,07:00~09:00,³¾ºõ,ÁFøf,Actitis hypoleucos,TJ,120.0512500,23.0740140,
20151118,07:00~09:00,³¾ºõ,?øf,Calidris ruficollis,TJ,120.0512500,23.0740140,
20151118,07:00~09:00,³¾ºõ,ÀØøf,Calidris alpina,TJ,120.0512500,23.0740140,
20151118,07:00~09:00,³¾ºõ,¬õ¼LÅÃ,Chroicocephalus ridibundus,TJ,120.0512500,23.0740140,
20151118,07:00~09:00,³¾ºõ,¸Ì®ü¿PÅÃ,Hydroprogne caspia,TJ,120.0512500,23.0740140,
20151118,07:00~09:00,³¾ºõ,¶Â¸¡¿PÅÃ,Chlidonias hybrida,TJ,120.0512500,23.0740140,
20151118,07:00~09:00,³¾ºõ,¬õ¹§,Streptopelia tranquebarica,TJ,120.0512500,23.0740140,
20151118,07:00~09:00,³¾ºõ,¬õ§À§B³Ò,Lanius cristatus,TJ,120.051,23.074,
20151118,07:00~09:00,³¾ºõ,³ßÄN,Pica pica,TJ,120.0512500,23.0740140,
20151118,07:00~09:00,³¾ºõ,¬v¿P,Hirundo tahitica,TJ,120.0512500,23.0740140,
20151118,07:00~09:00,³¾ºõ,¦ÇÀYøkÅa,Prinia flaviventris,TJ,120.0512500,23.0740140,
20151118,09:00~11:00,³¾ºõ,¨ªÀVÀn,Anas penelope,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,µ\¼LÀn,Anas clypeata,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,¦y§ÀÀn,Anas acuta,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,¤p¤ôÀn,Anas crecca,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,¤p??,Parvocaulis parvula,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,®ß¤pÆO,Ixobrychus cinnamomeus,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,©]ÆO,Nycticorax nycticorax,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,¶ÀÀYÆO,Bubulcus ibis,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,¤j¥ÕÆO,Ardea alba,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,¤¤¥ÕÆO,Mesophoyx intermedia,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,¤p¥ÕÆO,Egretta garzetta,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,ù·õ¬,Phalacrocorax carbo,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,»aÆO,Ardea cinerea,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,¬õ«a¤ôÂû,Gallinula chloropus,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,¥Õ«aÂû,Fulica atra,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,°ªÃß?,Himantopus himantopus,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,¤Ï¼L?,Xenus cinereus,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,¤Ó¥­¬vª÷´³?,Pluvialis fulva,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,¤pÀôÀV?,Charadrius dubius,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,ªF¤èÀôÀV?,Charadrius alexandrinus,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,¨ª¨¬øf,Tringa totanus,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,¤p«C¨¬øf,Tringa stagnatilis,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,«C¨¬øf,Tringa nebularia,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,ÆN´³øf,Tringa glareola,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,ÁFøf,Actitis hypoleucos,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,?øf,Calidris ruficollis,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,¬õ¹§,Streptopelia tranquebarica,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,´³ÀV¹§,Streptopelia chinensis,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,»A³¾,Alcedo atthis,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,¬õ§À§B³Ò,Lanius cristatus,TJ,120.064,23.073,
20151118,09:00~11:00,³¾ºõ,¤j¨÷§À,Dicrurus macrocercus,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,³ßÄN,Pica pica,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,®a¿P,Hirundo rustica,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,¬v¿P,Hirundo tahitica,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,¦ÇÀYøkÅa,Prinia flaviventris,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,½ÅÀYøkÅa,Prinia inornata,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,¥ÕÀY¯Î,Pycnonotus sinensis,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,ºñÂ¸²´,Zosterops japonicus,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,¥Õ§À¤K­ô,Acridotheres javanicus,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,®a¤K­ô,Acridotheres tristis,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,¶À§Àì©,Phoenicurus auroreus,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,³Â³¶,Passer montanus,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,´³¤å³¾,Lonchura punctulata,TJ,120.0643940,23.0733490,
20151118,09:00~11:00,³¾ºõ,¥ÕöÀÀo,Motacilla alba,TJ,120.0643940,23.0733490,
20151118,07:00~10:00,³¾ºõ,¨ªÀVÀn,Anas penelope,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,µ\¼LÀn,Anas clypeata,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¦y§ÀÀn,Anas acuta,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¤p¤ôÀn,Anas crecca,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¿Aàí,Aythya fuligula,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¤p??,Parvocaulis parvula,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.058,23.089,
20151118,07:00~10:00,³¾ºõ,¸t?,Threskiornis aethiopicus,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,®ß¤pÆO,Ixobrychus cinnamomeus,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,©]ÆO,Nycticorax nycticorax,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¶ÀÀYÆO,Bubulcus ibis,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,»aÆO,Ardea cinerea,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¤j¥ÕÆO,Ardea alba,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¤¤¥ÕÆO,Mesophoyx intermedia,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¤p¥ÕÆO,Egretta garzetta,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,ù·õ¬,Phalacrocorax carbo,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¶Â¯Í»ð,Elanus caeruleus,TJ,120.058,23.089,
20151118,07:00~10:00,³¾ºõ,¬õ«a¤ôÂû,Gallinula chloropus,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¥Õ«aÂû,Fulica atra,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,°ªÃß?,Himantopus himantopus,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¤Ï¼L?,Xenus cinereus,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¤Ó¥­¬vª÷´³?,Pluvialis fulva,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¤pÀôÀV?,Charadrius dubius,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,ªF¤èÀôÀV?,Charadrius alexandrinus,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,»X¥j?,Charadrius mongolus,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,´³§Àøf,Limosa lapponica,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¨ª¨¬øf,Tringa totanus,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¤p«C¨¬øf,Tringa stagnatilis,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,«C¨¬øf,Tringa nebularia,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,ÆN´³øf,Tringa glareola,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,ÁFøf,Actitis hypoleucos,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,?øf,Calidris ruficollis,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¶³³¶øf,Calidris subminuta,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¦y§Àøf,Calidris acuminata,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,ÀØøf,Calidris alpina,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¬õ¼LÅÃ,Chroicocephalus ridibundus,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¸Ì®ü¿PÅÃ,Hydroprogne caspia,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¬õ¹§,Streptopelia tranquebarica,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,´³ÀV¹§,Streptopelia chinensis,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,»A³¾,Alcedo atthis,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¬õ§À§B³Ò,Lanius cristatus,TJ,120.058,23.089,
20151118,07:00~10:00,³¾ºõ,¤j¨÷§À,Dicrurus macrocercus,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,³ßÄN,Pica pica,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,®a¿P,Hirundo rustica,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¬v¿P,Hirundo tahitica,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¨ª¸y¿P,Cecropis striolata,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¦ÇÀYøkÅa,Prinia flaviventris,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,½ÅÀYøkÅa,Prinia inornata,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¥ÕÀY¯Î,Pycnonotus sinensis,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,ºñÂ¸²´,Zosterops japonicus,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¥Õ§À¤K­ô,Acridotheres javanicus,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,®a¤K­ô,Acridotheres tristis,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,ÂÅÁFóð,Monticola solitarius,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,³Â³¶,Passer montanus,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,´³¤å³¾,Lonchura punctulata,TJ,120.0589410,23.0898970,
20151118,07:00~10:00,³¾ºõ,¥ÕöÀÀo,Motacilla alba,TJ,120.0589410,23.0898970,
20151118,14:00~17:00,³¾ºõ,¨ªÀVÀn,Anas penelope,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,µ\¼LÀn,Anas clypeata,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,¦y§ÀÀn,Anas acuta,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,¤p¤ôÀn,Anas crecca,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,¤p??,Parvocaulis parvula,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.120,23.177,
20151118,14:00~17:00,³¾ºõ,¸t?,Threskiornis aethiopicus,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,©]ÆO,Nycticorax nycticorax,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,¶ÀÀYÆO,Bubulcus ibis,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,»aÆO,Ardea cinerea,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,¤j¥ÕÆO,Ardea alba,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,¤p¥ÕÆO,Egretta garzetta,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,ù·õ¬,Phalacrocorax carbo,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,¶Â¯Í»ð,Elanus caeruleus,TJ,120.120,23.177,
20151118,14:00~17:00,³¾ºõ,¬õ«a¤ôÂû,Gallinula chloropus,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,¥Õ«aÂû,Fulica atra,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,°ªÃß?,Himantopus himantopus,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,¤Ï¼L?,Xenus cinereus,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,¤Ó¥­¬vª÷´³?,Pluvialis fulva,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,¤pÀôÀV?,Charadrius dubius,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,ªF¤èÀôÀV?,Charadrius alexandrinus,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,¨ª¨¬øf,Tringa totanus,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,¤p«C¨¬øf,Tringa stagnatilis,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,«C¨¬øf,Tringa nebularia,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,ÆN´³øf,Tringa glareola,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,ÁFøf,Actitis hypoleucos,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,?øf,Calidris ruficollis,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,ÀØøf,Calidris alpina,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,¬õ¼LÅÃ,Chroicocephalus ridibundus,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,¸Ì®ü¿PÅÃ,Hydroprogne caspia,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,¶Â¸¡¿PÅÃ,Chlidonias hybrida,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,¬õ¹§,Streptopelia tranquebarica,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,´³ÀV¹§,Streptopelia chinensis,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,»A³¾,Alcedo atthis,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,¬õ§À§B³Ò,Lanius cristatus,TJ,120.120,23.177,
20151118,14:00~17:00,³¾ºõ,¤j¨÷§À,Dicrurus macrocercus,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,³ßÄN,Pica pica,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,®a¿P,Hirundo rustica,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,¬v¿P,Hirundo tahitica,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,¨ª¸y¿P,Cecropis striolata,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,¦ÇÀYøkÅa,Prinia flaviventris,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,½ÅÀYøkÅa,Prinia inornata,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,¥ÕÀY¯Î,Pycnonotus sinensis,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,ºñÂ¸²´,Zosterops japonicus,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,¥Õ§À¤K­ô,Acridotheres javanicus,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,®a¤K­ô,Acridotheres tristis,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,³Â³¶,Passer montanus,TJ,120.1203000,23.1777610,
20151118,14:00~17:00,³¾ºõ,´³¤å³¾,Lonchura punctulata,TJ,120.1203000,23.1777610,
20151118,10:00~12:00,³¾ºõ,¨ªÀVÀn,Anas penelope,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,µ\¼LÀn,Anas clypeata,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,¦y§ÀÀn,Anas acuta,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,¤p¤ôÀn,Anas crecca,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,¤p??,Parvocaulis parvula,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,©]ÆO,Nycticorax nycticorax,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,¶ÀÀYÆO,Bubulcus ibis,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,»aÆO,Ardea cinerea,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,¤j¥ÕÆO,Ardea alba,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,¤¤¥ÕÆO,Mesophoyx intermedia,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,¤p¥ÕÆO,Egretta garzetta,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,¬õ«a¤ôÂû,Gallinula chloropus,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,¥Õ«aÂû,Fulica atra,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,°ªÃß?,Himantopus himantopus,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,¤Ï¼L?,Xenus cinereus,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,¤Ó¥­¬vª÷´³?,Pluvialis fulva,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,¤pÀôÀV?,Charadrius dubius,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,ªF¤èÀôÀV?,Charadrius alexandrinus,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,«C¨¬øf,Tringa nebularia,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,ÆN´³øf,Tringa glareola,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,?øf,Calidris ruficollis,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,ÀØøf,Calidris alpina,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,¶Â¸¡¿PÅÃ,Chlidonias hybrida,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,´³ÀV¹§,Streptopelia chinensis,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,»A³¾,Alcedo atthis,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,¬õ§À§B³Ò,Lanius cristatus,TJ,120.098,23.144,
20151118,10:00~12:00,³¾ºõ,³ßÄN,Pica pica,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,®a¿P,Hirundo rustica,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,¬v¿P,Hirundo tahitica,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,¨ª¸y¿P,Cecropis striolata,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,¦ÇÀYøkÅa,Prinia flaviventris,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,½ÅÀYøkÅa,Prinia inornata,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,¥ÕÀY¯Î,Pycnonotus sinensis,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,ºñÂ¸²´,Zosterops japonicus,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,¥Õ§À¤K­ô,Acridotheres javanicus,TJ,120.0981600,23.1440410,
20151118,10:00~12:00,³¾ºõ,®a¤K­ô,Acridotheres tristis,TJ,120.0981600,23.1440410,
